Session,Spin_Num,Data_Index,Actual_Number,Predicted_Anchors,Confidence_%,Bet_Placed,Total_Bet,Result,Net_Profit,Bankroll,Hit
262,15,326,19,14|20|31|24,63.8,YES,36.0,LOSS,-36.0,3868.0,NO
262,16,327,9,14|20|31|13,62.7,YES,36.0,LOSS,-36.0,3832.0,NO
262,17,328,13,32|0|15|34,61.5,NO,0,,0,3832.0,YES
262,18,329,7,4|19|21|16,63.4,NO,0,,0,3832.0,NO
262,19,330,10,14|20|31|15,64.0,NO,0,,0,3832.0,NO
262,20,331,24,9|31|22|20,60.0,YES,36.0,LOSS,-36.0,3796.0,NO
262,21,332,8,11|36|30|16,62.8,YES,48.0,LOSS,-48.0,3748.0,NO
262,22,333,5,12|28|35|14,59.1,YES,48.0,WIN,96.0,3844.0,YES
262,23,334,23,22|9|18|13,62.7,YES,48.0,WIN,96.0,3940.0,YES
262,24,335,16,25|2|17|7,59.8,YES,36.0,WIN,72.0,4012.0,YES
262,25,336,7,21|4|2|36,63.5,YES,36.0,WIN,72.0,4084.0,YES
262,26,337,5,20|1|14|31,65.2,YES,24.0,LOSS,-24.0,4060.0,NO
262,27,338,10,13|27|36|33,65.5,YES,24.0,WIN,48.0,4108.0,YES
263,1,313,21,36|13|11|14,53.5,YES,12.0,WIN,24.0,4024.0,YES
263,2,314,26,29|18|7|32,64.2,YES,12.0,LOSS,-12.0,4012.0,NO
263,3,315,19,14|20|31|34,62.9,YES,12.0,LOSS,-12.0,4000.0,NO
263,4,316,11,14|20|31|15,66.2,NO,0,,0,4000.0,NO
263,5,317,26,7|29|28|8,65.4,NO,0,,0,4000.0,NO
263,6,318,25,27|6|13|14,65.4,NO,0,,0,4000.0,NO
263,7,319,4,14|20|31|8,66.8,YES,12.0,LOSS,-12.0,3988.0,NO
263,8,320,16,11|36|30|26,65.6,YES,24.0,LOSS,-24.0,3964.0,NO
263,9,321,5,21|4|2|36,66.3,YES,24.0,LOSS,-24.0,3940.0,NO
263,10,322,13,33|16|1|13,59.9,NO,0,,0,3940.0,YES
263,11,323,34,19|15|4|21,61.7,NO,0,,0,3940.0,NO
263,12,324,16,34|17|6|7,63.5,NO,0,,0,3940.0,YES
263,13,325,28,14|20|31|21,66.0,YES,24.0,LOSS,-24.0,3916.0,NO
263,14,326,19,14|20|31|24,64.1,YES,36.0,LOSS,-36.0,3880.0,NO
263,15,327,9,14|20|31|13,63.0,YES,36.0,LOSS,-36.0,3844.0,NO
263,16,328,13,32|0|15|34,61.7,NO,0,,0,3844.0,YES
263,17,329,7,4|19|21|16,63.6,NO,0,,0,3844.0,NO
263,18,330,10,14|20|31|15,64.2,NO,0,,0,3844.0,NO
263,19,331,24,9|31|22|20,60.2,YES,36.0,LOSS,-36.0,3808.0,NO
263,20,332,8,11|36|30|16,62.9,YES,48.0,LOSS,-48.0,3760.0,NO
263,21,333,5,12|28|35|14,59.1,YES,48.0,WIN,96.0,3856.0,YES
263,22,334,23,22|9|18|13,62.7,YES,48.0,WIN,96.0,3952.0,YES
263,23,335,16,25|2|17|7,59.8,YES,36.0,WIN,72.0,4024.0,YES
263,24,336,7,21|4|2|36,63.5,YES,36.0,WIN,72.0,4096.0,YES
263,25,337,5,20|1|14|31,65.2,YES,24.0,LOSS,-24.0,4072.0,NO
263,26,338,10,13|27|36|33,65.5,YES,24.0,WIN,48.0,4120.0,YES
264,1,314,26,29|18|7|32,54.2,YES,12.0,LOSS,-12.0,3988.0,NO
264,2,315,19,14|20|31|34,62.9,YES,12.0,LOSS,-12.0,3976.0,NO
264,3,316,11,14|20|31|15,66.2,NO,0,,0,3976.0,NO
264,4,317,26,7|29|28|8,65.4,NO,0,,0,3976.0,NO
264,5,318,25,27|6|13|14,66.0,NO,0,,0,3976.0,NO
264,6,319,4,14|20|31|8,63.8,YES,12.0,LOSS,-12.0,3964.0,NO
264,7,320,16,11|36|30|26,63.1,YES,24.0,LOSS,-24.0,3940.0,NO
264,8,321,5,21|4|2|36,63.7,YES,24.0,LOSS,-24.0,3916.0,NO
264,9,322,13,33|16|1|13,57.7,NO,0,,0,3916.0,YES
264,10,323,34,19|15|4|21,59.9,NO,0,,0,3916.0,NO
264,11,324,16,34|17|6|7,62.2,NO,0,,0,3916.0,YES
264,12,325,28,14|20|31|21,64.9,YES,24.0,LOSS,-24.0,3892.0,NO
264,13,326,19,14|20|31|24,63.1,YES,36.0,LOSS,-36.0,3856.0,NO
264,14,327,9,14|20|31|13,62.1,YES,36.0,LOSS,-36.0,3820.0,NO
264,15,328,13,32|0|15|34,60.8,NO,0,,0,3820.0,YES
264,16,329,7,4|19|21|16,62.8,NO,0,,0,3820.0,NO
264,17,330,10,14|20|31|15,63.4,NO,0,,0,3820.0,NO
264,18,331,24,9|31|22|20,59.4,YES,36.0,LOSS,-36.0,3784.0,NO
264,19,332,8,11|36|30|16,62.2,YES,48.0,LOSS,-48.0,3736.0,NO
264,20,333,5,12|28|35|14,58.4,YES,48.0,WIN,96.0,3832.0,YES
264,21,334,23,22|9|18|13,62.7,YES,48.0,WIN,96.0,3928.0,YES
264,22,335,16,25|2|17|7,59.8,YES,36.0,WIN,72.0,4000.0,YES
264,23,336,7,21|4|2|36,63.5,YES,36.0,WIN,72.0,4072.0,YES
264,24,337,5,20|1|14|31,65.2,YES,24.0,LOSS,-24.0,4048.0,NO
264,25,338,10,13|27|36|33,65.5,YES,24.0,WIN,48.0,4096.0,YES
264,26,339,26,20|1|14|24,68.3,YES,24.0,LOSS,-24.0,4072.0,NO
264,27,340,18,14|20|31|8,66.8,YES,24.0,LOSS,-24.0,4048.0,NO
264,28,341,4,8|30|23|7,67.0,NO,0,,0,4048.0,NO
264,29,342,35,11|36|30|8,70.4,NO,0,,0,4048.0,NO
264,30,343,17,8|30|23|29,70.3,NO,0,,0,4048.0,YES
264,31,344,27,0|26|32|7,69.2,YES,24.0,LOSS,-24.0,4024.0,NO
264,32,345,13,18|22|29|34,65.0,YES,36.0,LOSS,-36.0,3988.0,NO
264,33,346,10,8|30|23|7,63.6,YES,36.0,LOSS,-36.0,3952.0,NO
264,34,347,24,9|31|22|20,63.6,NO,0,,0,3952.0,YES
264,35,348,27,8|30|23|11,69.3,NO,0,,0,3952.0,NO
264,36,349,6,18|22|29|13,67.9,NO,0,,0,3952.0,YES
264,37,350,20,6|34|27|10,67.9,YES,36.0,LOSS,-36.0,3916.0,NO
264,38,351,8,17|25|34|13,73.0,YES,48.0,LOSS,-48.0,3868.0,NO
264,39,352,9,5|10|24|12,68.1,YES,48.0,LOSS,-48.0,3820.0,NO
264,40,353,21,32|0|15|13,63.8,NO,0,,0,3820.0,NO
264,41,354,2,32|0|15|13,61.7,NO,0,,0,3820.0,NO
264,42,355,22,5|10|24|26,61.0,NO,0,,0,3820.0,NO
264,43,356,11,14|20|31|1,59.7,YES,48.0,WIN,96.0,3916.0,YES
264,44,357,26,8|30|23|7,61.1,YES,48.0,WIN,96.0,4012.0,YES
264,45,358,16,27|6|13|25,61.0,YES,36.0,LOSS,-36.0,3976.0,NO
264,46,359,14,7|29|28|36,61.4,YES,36.0,WIN,72.0,4048.0,YES
264,47,360,2,29|18|7|20,58.0,YES,36.0,LOSS,-36.0,4012.0,NO
264,48,361,2,26|3|0|5,59.3,YES,36.0,LOSS,-36.0,3976.0,NO
264,49,362,0,26|3|0|2,60.6,NO,0,,0,3976.0,YES
264,50,363,31,14|20|31|11,61.3,NO,0,,0,3976.0,YES
264,51,364,21,11|36|30|29,63.2,NO,0,,0,3976.0,NO
264,52,365,7,32|0|15|13,63.9,YES,36.0,LOSS,-36.0,3940.0,NO
264,53,366,26,14|20|31|15,61.2,YES,48.0,LOSS,-48.0,3892.0,NO
264,54,367,6,14|20|31|34,62.1,YES,48.0,WIN,96.0,3988.0,YES
264,55,368,30,26|3|0|9,66.8,YES,48.0,LOSS,-48.0,3940.0,NO
264,56,369,25,25|2|17|9,67.5,YES,48.0,WIN,96.0,4036.0,YES
264,57,370,25,9|31|22|8,64.8,YES,48.0,LOSS,-48.0,3988.0,NO
264,58,371,0,14|20|31|9,65.6,YES,48.0,LOSS,-48.0,3940.0,NO
264,59,372,22,14|20|31|9,65.5,NO,0,,0,3940.0,YES
264,60,373,6,11|36|30|14,66.7,NO,0,,0,3940.0,YES
264,61,374,6,4|19|21|30,66.9,NO,0,,0,3940.0,NO
264,62,375,23,2|21|25|6,67.3,YES,48.0,LOSS,-48.0,3892.0,NO
264,63,376,27,25|2|17|7,64.3,YES,60.0,WIN,120.0,4012.0,YES
264,64,377,13,34|17|6|18,72.2,YES,60.0,WIN,120.0,4132.0,YES
265,1,315,19,14|20|31|34,52.9,YES,12.0,LOSS,-12.0,3988.0,NO
265,2,316,11,14|20|31|15,66.2,YES,12.0,LOSS,-12.0,3976.0,NO
265,3,317,26,7|29|28|8,65.4,NO,0,,0,3976.0,NO
265,4,318,25,27|6|13|14,64.4,NO,0,,0,3976.0,NO
265,5,319,4,14|20|31|8,66.6,NO,0,,0,3976.0,NO
265,6,320,16,11|36|30|26,61.8,YES,12.0,LOSS,-12.0,3964.0,NO
265,7,321,5,21|4|2|36,62.1,YES,24.0,LOSS,-24.0,3940.0,NO
265,8,322,13,33|16|1|13,56.3,YES,24.0,WIN,48.0,3988.0,YES
265,9,323,34,19|15|4|21,59.0,YES,24.0,LOSS,-24.0,3964.0,NO
265,10,324,16,34|17|6|7,61.5,YES,24.0,WIN,48.0,4012.0,YES
265,11,325,28,14|20|31|21,64.8,YES,24.0,LOSS,-24.0,3988.0,NO
265,12,326,19,14|20|31|24,62.9,YES,24.0,LOSS,-24.0,3964.0,NO
265,13,327,9,14|20|31|13,61.9,NO,0,,0,3964.0,NO
265,14,328,13,32|0|15|34,60.6,NO,0,,0,3964.0,YES
265,15,329,7,4|19|21|16,62.6,NO,0,,0,3964.0,NO
265,16,330,10,14|20|31|15,63.2,YES,24.0,LOSS,-24.0,3940.0,NO
265,17,331,24,9|31|22|20,59.2,YES,36.0,LOSS,-36.0,3904.0,NO
265,18,332,8,11|36|30|16,62.0,YES,36.0,LOSS,-36.0,3868.0,NO
265,19,333,5,12|28|35|14,58.3,NO,0,,0,3868.0,YES
265,20,334,23,22|9|18|13,62.6,NO,0,,0,3868.0,YES
265,21,335,16,25|2|17|7,59.8,NO,0,,0,3868.0,YES
265,22,336,7,21|4|2|36,63.5,YES,36.0,WIN,72.0,3940.0,YES
265,23,337,5,20|1|14|31,65.2,YES,36.0,LOSS,-36.0,3904.0,NO
265,24,338,10,13|27|36|33,65.5,YES,36.0,WIN,72.0,3976.0,YES
265,25,339,26,20|1|14|24,68.3,YES,36.0,LOSS,-36.0,3940.0,NO
265,26,340,18,14|20|31|8,66.8,YES,36.0,LOSS,-36.0,3904.0,NO
265,27,341,4,8|30|23|7,67.0,NO,0,,0,3904.0,NO
265,28,342,35,11|36|30|8,70.4,NO,0,,0,3904.0,NO
265,29,343,17,8|30|23|29,70.3,NO,0,,0,3904.0,YES
265,30,344,27,0|26|32|7,69.2,YES,36.0,LOSS,-36.0,3868.0,NO
265,31,345,13,18|22|29|34,65.0,YES,48.0,LOSS,-48.0,3820.0,NO
265,32,346,10,8|30|23|7,63.6,YES,48.0,LOSS,-48.0,3772.0,NO
265,33,347,24,9|31|22|20,63.6,NO,0,,0,3772.0,YES
265,34,348,27,8|30|23|11,69.3,NO,0,,0,3772.0,NO
265,35,349,6,18|22|29|13,67.9,NO,0,,0,3772.0,YES
265,36,350,20,6|34|27|10,67.9,YES,48.0,LOSS,-48.0,3724.0,NO
265,37,351,8,17|25|34|13,73.0,YES,60.0,LOSS,-60.0,3664.0,NO
265,38,352,9,5|10|24|12,68.1,YES,60.0,LOSS,-60.0,3604.0,NO
265,39,353,21,32|0|15|13,63.8,NO,0,,0,3604.0,NO
265,40,354,2,32|0|15|13,61.7,NO,0,,0,3604.0,NO
265,41,355,22,5|10|24|26,61.0,NO,0,,0,3604.0,NO
265,42,356,11,14|20|31|1,59.7,YES,60.0,WIN,120.0,3724.0,YES
265,43,357,26,8|30|23|7,61.1,YES,60.0,WIN,120.0,3844.0,YES
265,44,358,16,27|6|13|25,61.0,YES,48.0,LOSS,-48.0,3796.0,NO
265,45,359,14,7|29|28|36,61.4,YES,48.0,WIN,96.0,3892.0,YES
265,46,360,2,29|18|7|20,58.0,YES,48.0,LOSS,-48.0,3844.0,NO
265,47,361,2,26|3|0|5,59.3,YES,48.0,LOSS,-48.0,3796.0,NO
265,48,362,0,26|3|0|2,60.6,NO,0,,0,3796.0,YES
265,49,363,31,14|20|31|11,61.3,NO,0,,0,3796.0,YES
265,50,364,21,11|36|30|29,63.2,NO,0,,0,3796.0,NO
265,51,365,7,32|0|15|13,63.9,YES,48.0,LOSS,-48.0,3748.0,NO
265,52,366,26,14|20|31|15,61.2,YES,60.0,LOSS,-60.0,3688.0,NO
265,53,367,6,14|20|31|34,62.1,YES,60.0,WIN,120.0,3808.0,YES
265,54,368,30,26|3|0|9,66.8,YES,60.0,LOSS,-60.0,3748.0,NO
265,55,369,25,25|2|17|9,67.5,YES,60.0,WIN,120.0,3868.0,YES
265,56,370,25,9|31|22|8,64.8,YES,60.0,LOSS,-60.0,3808.0,NO
265,57,371,0,14|20|31|9,65.6,YES,60.0,LOSS,-60.0,3748.0,NO
265,58,372,22,14|20|31|9,65.5,NO,0,,0,3748.0,YES
265,59,373,6,11|36|30|14,66.7,NO,0,,0,3748.0,YES
265,60,374,6,4|19|21|30,66.9,NO,0,,0,3748.0,NO
265,61,375,23,2|21|25|6,67.3,YES,60.0,LOSS,-60.0,3688.0,NO
265,62,376,27,25|2|17|7,64.3,YES,72.0,WIN,144.0,3832.0,YES
265,63,377,13,34|17|6|18,72.2,YES,72.0,WIN,144.0,3976.0,YES
265,64,378,19,10|23|5|25,63.4,YES,60.0,LOSS,-60.0,3916.0,NO
265,65,379,6,14|20|31|13,64.2,YES,60.0,LOSS,-60.0,3856.0,NO
265,66,380,14,6|34|27|30,60.5,NO,0,,0,3856.0,NO
265,67,381,4,20|1|14|31,57.0,NO,0,,0,3856.0,NO
265,68,382,4,11|36|30|13,60.1,NO,0,,0,3856.0,YES
265,69,383,1,12|28|35|4,60.7,YES,60.0,LOSS,-60.0,3796.0,NO
265,70,384,24,22|9|18|4,57.5,YES,72.0,LOSS,-72.0,3724.0,NO
265,71,385,21,17|25|34|11,59.5,YES,72.0,LOSS,-72.0,3652.0,NO
265,72,386,28,13|27|36|32,62.7,NO,0,,0,3652.0,NO
265,73,387,17,14|20|31|0,63.5,NO,0,,0,3652.0,NO
265,74,388,28,0|26|32|6,67.0,NO,0,,0,3652.0,NO
265,75,389,18,14|20|31|17,70.4,YES,72.0,LOSS,-72.0,3580.0,NO
265,76,390,17,6|34|27|4,63.6,YES,84.0,LOSS,-84.0,3496.0,NO
265,77,391,14,0|26|32|6,66.4,YES,84.0,LOSS,-84.0,3412.0,NO
265,78,392,16,20|1|14|31,63.2,NO,0,,0,3412.0,NO
265,79,393,31,14|20|31|7,59.1,NO,0,,0,3412.0,YES
265,80,394,14,11|36|30|8,61.5,NO,0,,0,3412.0,NO
265,81,395,11,20|1|14|31,53.2,YES,84.0,LOSS,-84.0,3328.0,NO
265,82,396,28,17|25|34|26,57.4,YES,96.0,WIN,192.0,3520.0,YES
265,83,397,27,14|20|31|17,53.2,YES,96.0,LOSS,-96.0,3424.0,NO
265,84,398,36,13|27|36|18,54.1,YES,96.0,WIN,192.0,3616.0,YES
265,85,399,3,9|31|22|17,59.0,YES,96.0,LOSS,-96.0,3520.0,NO
265,86,400,10,13|27|36|16,56.6,YES,96.0,WIN,192.0,3712.0,YES
265,87,401,0,29|18|7|24,58.4,YES,96.0,LOSS,-96.0,3616.0,NO
265,88,402,28,4|19|21|14,56.9,YES,96.0,LOSS,-96.0,3520.0,NO
265,89,403,6,14|20|31|17,58.8,NO,0,,0,3520.0,NO
265,90,404,17,6|34|27|30,60.6,NO,0,,0,3520.0,NO
265,91,405,9,0|26|32|14,66.4,NO,0,,0,3520.0,NO
265,92,406,0,32|0|15|13,62.8,YES,96.0,WIN,192.0,3712.0,YES
265,93,407,32,14|20|31|6,62.3,YES,96.0,LOSS,-96.0,3616.0,NO
265,94,408,15,26|3|0|14,64.6,YES,96.0,LOSS,-96.0,3520.0,NO
265,95,409,6,14|20|31|6,67.7,NO,0,,0,3520.0,YES
265,96,410,5,25|2|17|6,71.1,NO,0,,0,3520.0,NO
265,97,411,33,13|27|36|33,68.3,NO,0,,0,3520.0,YES
265,98,412,12,8|30|23|5,63.8,YES,96.0,LOSS,-96.0,3424.0,NO
265,99,413,8,13|27|36|16,64.3,YES,108.0,LOSS,-108.0,3316.0,NO
265,100,414,9,5|10|24|12,65.0,YES,108.0,LOSS,-108.0,3208.0,NO
265,101,415,23,21|4|2|32,68.7,NO,0,,0,3208.0,NO
265,102,416,13,27|6|13|4,74.2,NO,0,,0,3208.0,YES
265,103,417,21,19|15|4|8,70.6,NO,0,,0,3208.0,YES
265,104,418,22,32|0|15|13,73.4,YES,108.0,LOSS,-108.0,3100.0,NO
265,105,419,28,6|34|27|11,68.2,YES,120.0,LOSS,-120.0,2980.0,NO
266,1,316,11,14|20|31|15,56.2,YES,12.0,LOSS,-12.0,3988.0,NO
266,2,317,26,7|29|28|8,65.4,YES,12.0,LOSS,-12.0,3976.0,NO
266,3,318,25,27|6|13|14,61.0,NO,0,,0,3976.0,NO
266,4,319,4,14|20|31|8,65.0,NO,0,,0,3976.0,NO
266,5,320,16,11|36|30|26,65.7,NO,0,,0,3976.0,NO
266,6,321,5,21|4|2|36,59.8,YES,12.0,LOSS,-12.0,3964.0,NO
266,7,322,13,33|16|1|13,54.6,YES,24.0,WIN,48.0,4012.0,YES
266,8,323,34,19|15|4|21,57.9,YES,24.0,LOSS,-24.0,3988.0,NO
266,9,324,16,34|17|6|7,60.5,YES,24.0,WIN,48.0,4036.0,YES
266,10,325,28,14|20|31|21,64.1,YES,24.0,LOSS,-24.0,4012.0,NO
266,11,326,19,14|20|31|24,62.6,YES,24.0,LOSS,-24.0,3988.0,NO
266,12,327,9,14|20|31|13,61.6,NO,0,,0,3988.0,NO
266,13,328,13,32|0|15|34,60.3,NO,0,,0,3988.0,YES
266,14,329,7,4|19|21|16,62.4,NO,0,,0,3988.0,NO
266,15,330,10,14|20|31|15,63.0,YES,24.0,LOSS,-24.0,3964.0,NO
266,16,331,24,9|31|22|20,59.0,YES,36.0,LOSS,-36.0,3928.0,NO
266,17,332,8,11|36|30|16,61.8,YES,36.0,LOSS,-36.0,3892.0,NO
266,18,333,5,12|28|35|14,58.1,NO,0,,0,3892.0,YES
266,19,334,23,22|9|18|13,62.4,NO,0,,0,3892.0,YES
266,20,335,16,25|2|17|7,59.7,NO,0,,0,3892.0,YES
266,21,336,7,21|4|2|36,63.5,YES,36.0,WIN,72.0,3964.0,YES
266,22,337,5,20|1|14|31,65.2,YES,36.0,LOSS,-36.0,3928.0,NO
266,23,338,10,13|27|36|33,65.5,YES,36.0,WIN,72.0,4000.0,YES
266,24,339,26,20|1|14|24,68.3,YES,36.0,LOSS,-36.0,3964.0,NO
266,25,340,18,14|20|31|8,66.8,YES,36.0,LOSS,-36.0,3928.0,NO
266,26,341,4,8|30|23|7,67.0,NO,0,,0,3928.0,NO
266,27,342,35,11|36|30|8,70.4,NO,0,,0,3928.0,NO
266,28,343,17,8|30|23|29,70.3,NO,0,,0,3928.0,YES
266,29,344,27,0|26|32|7,69.2,YES,36.0,LOSS,-36.0,3892.0,NO
266,30,345,13,18|22|29|34,65.0,YES,48.0,LOSS,-48.0,3844.0,NO
266,31,346,10,8|30|23|7,63.6,YES,48.0,LOSS,-48.0,3796.0,NO
266,32,347,24,9|31|22|20,63.6,NO,0,,0,3796.0,YES
266,33,348,27,8|30|23|11,69.3,NO,0,,0,3796.0,NO
266,34,349,6,18|22|29|13,67.9,NO,0,,0,3796.0,YES
266,35,350,20,6|34|27|10,67.9,YES,48.0,LOSS,-48.0,3748.0,NO
266,36,351,8,17|25|34|13,73.0,YES,60.0,LOSS,-60.0,3688.0,NO
266,37,352,9,5|10|24|12,68.1,YES,60.0,LOSS,-60.0,3628.0,NO
266,38,353,21,32|0|15|13,63.8,NO,0,,0,3628.0,NO
266,39,354,2,32|0|15|13,61.7,NO,0,,0,3628.0,NO
266,40,355,22,5|10|24|26,61.0,NO,0,,0,3628.0,NO
266,41,356,11,14|20|31|1,59.7,YES,60.0,WIN,120.0,3748.0,YES
266,42,357,26,8|30|23|7,61.1,YES,60.0,WIN,120.0,3868.0,YES
266,43,358,16,27|6|13|25,61.0,YES,48.0,LOSS,-48.0,3820.0,NO
266,44,359,14,7|29|28|36,61.4,YES,48.0,WIN,96.0,3916.0,YES
266,45,360,2,29|18|7|20,58.0,YES,48.0,LOSS,-48.0,3868.0,NO
266,46,361,2,26|3|0|5,59.3,YES,48.0,LOSS,-48.0,3820.0,NO
266,47,362,0,26|3|0|2,60.6,NO,0,,0,3820.0,YES
266,48,363,31,14|20|31|11,61.3,NO,0,,0,3820.0,YES
266,49,364,21,11|36|30|29,63.2,NO,0,,0,3820.0,NO
266,50,365,7,32|0|15|13,63.9,YES,48.0,LOSS,-48.0,3772.0,NO
266,51,366,26,14|20|31|15,61.2,YES,60.0,LOSS,-60.0,3712.0,NO
266,52,367,6,14|20|31|34,62.1,YES,60.0,WIN,120.0,3832.0,YES
266,53,368,30,26|3|0|9,66.8,YES,60.0,LOSS,-60.0,3772.0,NO
266,54,369,25,25|2|17|9,67.5,YES,60.0,WIN,120.0,3892.0,YES
266,55,370,25,9|31|22|8,64.8,YES,60.0,LOSS,-60.0,3832.0,NO
266,56,371,0,14|20|31|9,65.6,YES,60.0,LOSS,-60.0,3772.0,NO
266,57,372,22,14|20|31|9,65.5,NO,0,,0,3772.0,YES
266,58,373,6,11|36|30|14,66.7,NO,0,,0,3772.0,YES
266,59,374,6,4|19|21|30,66.9,NO,0,,0,3772.0,NO
266,60,375,23,2|21|25|6,67.3,YES,60.0,LOSS,-60.0,3712.0,NO
266,61,376,27,25|2|17|7,64.3,YES,72.0,WIN,144.0,3856.0,YES
266,62,377,13,34|17|6|18,72.2,YES,72.0,WIN,144.0,4000.0,YES
266,63,378,19,10|23|5|25,63.4,YES,60.0,LOSS,-60.0,3940.0,NO
266,64,379,6,14|20|31|13,64.2,YES,60.0,LOSS,-60.0,3880.0,NO
266,65,380,14,6|34|27|30,60.5,NO,0,,0,3880.0,NO
266,66,381,4,20|1|14|31,57.0,NO,0,,0,3880.0,NO
266,67,382,4,11|36|30|13,60.1,NO,0,,0,3880.0,YES
266,68,383,1,12|28|35|4,60.7,YES,60.0,LOSS,-60.0,3820.0,NO
266,69,384,24,22|9|18|4,57.5,YES,72.0,LOSS,-72.0,3748.0,NO
266,70,385,21,17|25|34|11,59.5,YES,72.0,LOSS,-72.0,3676.0,NO
266,71,386,28,13|27|36|32,62.7,NO,0,,0,3676.0,NO
266,72,387,17,14|20|31|0,63.5,NO,0,,0,3676.0,NO
266,73,388,28,0|26|32|6,67.0,NO,0,,0,3676.0,NO
266,74,389,18,14|20|31|17,70.4,YES,72.0,LOSS,-72.0,3604.0,NO
266,75,390,17,6|34|27|4,63.6,YES,84.0,LOSS,-84.0,3520.0,NO
266,76,391,14,0|26|32|6,66.4,YES,84.0,LOSS,-84.0,3436.0,NO
266,77,392,16,20|1|14|31,63.2,NO,0,,0,3436.0,NO
266,78,393,31,14|20|31|7,59.1,NO,0,,0,3436.0,YES
266,79,394,14,11|36|30|8,61.5,NO,0,,0,3436.0,NO
266,80,395,11,20|1|14|31,53.2,YES,84.0,LOSS,-84.0,3352.0,NO
266,81,396,28,17|25|34|26,57.4,YES,96.0,WIN,192.0,3544.0,YES
266,82,397,27,14|20|31|17,53.2,YES,96.0,LOSS,-96.0,3448.0,NO
266,83,398,36,13|27|36|18,54.1,YES,96.0,WIN,192.0,3640.0,YES
266,84,399,3,9|31|22|17,59.0,YES,96.0,LOSS,-96.0,3544.0,NO
266,85,400,10,13|27|36|16,56.6,YES,96.0,WIN,192.0,3736.0,YES
266,86,401,0,29|18|7|24,58.4,YES,96.0,LOSS,-96.0,3640.0,NO
266,87,402,28,4|19|21|14,56.9,YES,96.0,LOSS,-96.0,3544.0,NO
266,88,403,6,14|20|31|17,58.8,NO,0,,0,3544.0,NO
266,89,404,17,6|34|27|30,60.6,NO,0,,0,3544.0,NO
266,90,405,9,0|26|32|14,66.4,NO,0,,0,3544.0,NO
266,91,406,0,32|0|15|13,62.8,YES,96.0,WIN,192.0,3736.0,YES
266,92,407,32,14|20|31|6,62.3,YES,96.0,LOSS,-96.0,3640.0,NO
266,93,408,15,26|3|0|14,64.6,YES,96.0,LOSS,-96.0,3544.0,NO
266,94,409,6,14|20|31|6,67.7,NO,0,,0,3544.0,YES
266,95,410,5,25|2|17|6,71.1,NO,0,,0,3544.0,NO
266,96,411,33,13|27|36|33,68.3,NO,0,,0,3544.0,YES
266,97,412,12,8|30|23|5,63.8,YES,96.0,LOSS,-96.0,3448.0,NO
266,98,413,8,13|27|36|16,64.3,YES,108.0,LOSS,-108.0,3340.0,NO
266,99,414,9,5|10|24|12,65.0,YES,108.0,LOSS,-108.0,3232.0,NO
266,100,415,23,21|4|2|32,68.7,NO,0,,0,3232.0,NO
266,101,416,13,27|6|13|4,74.2,NO,0,,0,3232.0,YES
266,102,417,21,19|15|4|8,70.6,NO,0,,0,3232.0,YES
266,103,418,22,32|0|15|13,73.4,YES,108.0,LOSS,-108.0,3124.0,NO
266,104,419,28,6|34|27|11,68.2,YES,120.0,LOSS,-120.0,3004.0,NO
266,105,420,0,14|20|31|6,70.7,YES,120.0,WIN,240.0,3244.0,YES
266,106,421,20,0|26|32|14,66.8,YES,120.0,WIN,240.0,3484.0,YES
266,107,422,6,17|25|34|14,67.2,YES,108.0,LOSS,-108.0,3376.0,NO
266,108,423,5,6|34|27|30,65.9,YES,108.0,LOSS,-108.0,3268.0,NO
266,109,424,2,33|16|1|13,68.8,NO,0,,0,3268.0,NO
266,110,425,8,31|14|9|0,70.3,NO,0,,0,3268.0,NO
266,111,426,26,5|10|24|9,70.0,NO,0,,0,3268.0,NO
266,112,427,31,14|20|31|8,64.2,YES,108.0,WIN,216.0,3484.0,YES
266,113,428,11,33|16|1|14,64.8,YES,108.0,WIN,216.0,3700.0,YES
266,114,429,26,27|6|13|26,69.3,YES,96.0,WIN,192.0,3892.0,YES
266,115,430,34,16|24|33|25,67.4,YES,96.0,LOSS,-96.0,3796.0,NO
266,116,431,27,16|24|33|34,64.1,YES,96.0,WIN,192.0,3988.0,YES
266,117,432,29,13|27|36|18,67.2,YES,96.0,WIN,192.0,4180.0,YES
267,1,317,26,7|29|28|8,55.4,YES,12.0,LOSS,-12.0,3988.0,NO
267,2,318,25,27|6|13|14,51.0,YES,12.0,LOSS,-12.0,3976.0,NO
267,3,319,4,14|20|31|8,61.6,NO,0,,0,3976.0,NO
267,4,320,16,11|36|30|26,64.0,NO,0,,0,3976.0,NO
267,5,321,5,21|4|2|36,64.5,NO,0,,0,3976.0,NO
267,6,322,13,33|16|1|13,53.2,YES,12.0,WIN,24.0,4000.0,YES
267,7,323,34,19|15|4|21,57.3,YES,12.0,LOSS,-12.0,3988.0,NO
267,8,324,16,34|17|6|7,60.0,YES,12.0,WIN,24.0,4012.0,YES
267,9,325,28,14|20|31|21,64.0,YES,12.0,LOSS,-12.0,4000.0,NO
267,10,326,19,14|20|31|24,62.3,YES,12.0,LOSS,-12.0,3988.0,NO
267,11,327,9,14|20|31|13,61.9,NO,0,,0,3988.0,NO
267,12,328,13,32|0|15|34,60.5,NO,0,,0,3988.0,YES
267,13,329,7,4|19|21|16,62.6,NO,0,,0,3988.0,NO
