Session,Spin_Num,Data_Index,Actual_Number,Predicted_Anchors,Confidence_%,Bet_Placed,Total_Bet,Result,Net_Profit,Bankroll,Hit
1,1,51,24,0|26|32|34,64.0,YES,12.0,WIN,24.0,4024.0,YES
1,2,52,21,16|24|33|0,74.2,YES,12.0,LOSS,-12.0,4012.0,NO
1,3,53,13,32|0|15|26,74.0,YES,12.0,LOSS,-12.0,4000.0,NO
1,4,54,16,8|30|23|0,67.5,NO,0,,0,4000.0,NO
1,5,55,20,36|13|11|12,55.7,NO,0,,0,4000.0,NO
1,6,56,1,16|24|33|0,46.5,NO,0,,0,4000.0,NO
1,7,57,26,16|24|33|0,44.4,NO,0,,0,4000.0,YES
1,8,58,8,16|24|33|0,47.8,YES,12.0,WIN,24.0,4024.0,YES
1,9,59,1,29|18|7|35,47.6,YES,12.0,LOSS,-12.0,4012.0,NO
1,10,60,15,26|3|0|16,48.7,YES,12.0,LOSS,-12.0,4000.0,NO
1,11,61,14,6|34|27|16,48.5,NO,0,,0,4000.0,NO
1,12,62,20,5|10|24|31,49.7,NO,0,,0,4000.0,YES
1,13,63,17,1|33|20|14,52.2,NO,0,,0,4000.0,NO
1,14,64,6,0|26|32|8,50.3,YES,12.0,LOSS,-12.0,3988.0,NO
1,15,65,26,9|31|22|25,50.7,YES,24.0,WIN,48.0,4036.0,YES
1,16,66,17,8|30|23|6,56.4,YES,24.0,LOSS,-24.0,4012.0,NO
1,17,67,3,0|26|32|6,61.7,YES,24.0,LOSS,-24.0,3988.0,NO
1,18,68,16,0|26|32|6,63.2,NO,0,,0,3988.0,YES
1,19,69,36,20|1|14|36,63.3,NO,0,,0,3988.0,YES
1,20,70,9,18|22|29|35,63.9,NO,0,,0,3988.0,NO
1,21,71,9,34|17|6|16,62.5,YES,24.0,LOSS,-24.0,3964.0,NO
1,22,72,20,34|17|6|9,64.2,YES,36.0,LOSS,-36.0,3928.0,NO
1,23,73,27,17|25|34|1,63.9,YES,36.0,LOSS,-36.0,3892.0,NO
1,24,74,23,16|24|33|20,62.7,NO,0,,0,3892.0,NO
1,25,75,24,4|19|21|16,64.3,NO,0,,0,3892.0,YES
1,26,76,1,16|24|33|21,66.0,NO,0,,0,3892.0,YES
1,27,77,22,26|3|0|15,67.0,YES,36.0,LOSS,-36.0,3856.0,NO
1,28,78,30,2|21|25|16,69.0,YES,48.0,LOSS,-48.0,3808.0,NO
1,29,79,9,24|5|16|33,65.3,YES,48.0,WIN,96.0,3904.0,YES
1,30,80,34,9|31|22|20,63.3,YES,48.0,WIN,96.0,4000.0,YES
1,31,81,7,0|26|32|7,63.4,YES,36.0,WIN,72.0,4072.0,YES
1,32,82,18,14|20|31|15,61.3,YES,36.0,LOSS,-36.0,4036.0,NO
1,33,83,6,36|13|11|9,62.4,YES,36.0,WIN,72.0,4108.0,YES
2,1,52,21,16|24|33|0,64.2,YES,12.0,LOSS,-12.0,3988.0,NO
2,2,53,13,32|0|15|26,74.0,YES,12.0,LOSS,-12.0,3976.0,NO
2,3,54,16,8|30|23|0,64.2,NO,0,,0,3976.0,NO
2,4,55,20,36|13|11|12,52.3,NO,0,,0,3976.0,NO
2,5,56,1,16|24|33|0,48.8,NO,0,,0,3976.0,NO
2,6,57,26,16|24|33|0,39.6,NO,0,,0,3976.0,YES
2,7,58,8,16|24|33|0,44.4,NO,0,,0,3976.0,YES
2,8,59,1,29|18|7|35,45.0,YES,12.0,LOSS,-12.0,3964.0,NO
2,9,60,15,26|3|0|16,46.3,YES,24.0,LOSS,-24.0,3940.0,NO
2,10,61,14,6|34|27|16,46.4,YES,24.0,LOSS,-24.0,3916.0,NO
2,11,62,20,5|10|24|31,48.8,NO,0,,0,3916.0,YES
2,12,63,17,1|33|20|14,51.4,NO,0,,0,3916.0,NO
2,13,64,6,0|26|32|8,49.5,NO,0,,0,3916.0,NO
2,14,65,26,9|31|22|25,50.0,YES,24.0,WIN,48.0,3964.0,YES
2,15,66,17,8|30|23|6,55.8,YES,24.0,LOSS,-24.0,3940.0,NO
2,16,67,3,0|26|32|6,61.2,YES,24.0,LOSS,-24.0,3916.0,NO
2,17,68,16,0|26|32|6,62.7,NO,0,,0,3916.0,YES
2,18,69,36,20|1|14|36,62.8,NO,0,,0,3916.0,YES
2,19,70,9,18|22|29|35,63.5,NO,0,,0,3916.0,NO
2,20,71,9,34|17|6|16,62.1,YES,24.0,LOSS,-24.0,3892.0,NO
2,21,72,20,34|17|6|9,64.2,YES,36.0,LOSS,-36.0,3856.0,NO
2,22,73,27,17|25|34|1,63.9,YES,36.0,LOSS,-36.0,3820.0,NO
2,23,74,23,16|24|33|20,62.7,NO,0,,0,3820.0,NO
2,24,75,24,4|19|21|16,64.3,NO,0,,0,3820.0,YES
2,25,76,1,16|24|33|21,66.0,NO,0,,0,3820.0,YES
2,26,77,22,26|3|0|15,67.0,YES,36.0,LOSS,-36.0,3784.0,NO
2,27,78,30,2|21|25|16,69.0,YES,48.0,LOSS,-48.0,3736.0,NO
2,28,79,9,24|5|16|33,65.3,YES,48.0,WIN,96.0,3832.0,YES
2,29,80,34,9|31|22|20,63.3,YES,48.0,WIN,96.0,3928.0,YES
2,30,81,7,0|26|32|7,63.4,YES,36.0,WIN,72.0,4000.0,YES
2,31,82,18,14|20|31|15,61.3,YES,36.0,LOSS,-36.0,3964.0,NO
2,32,83,6,36|13|11|9,62.4,YES,36.0,WIN,72.0,4036.0,YES
2,33,84,1,9|31|22|26,67.2,YES,36.0,LOSS,-36.0,4000.0,NO
2,34,85,4,26|3|0|22,65.9,YES,36.0,LOSS,-36.0,3964.0,NO
2,35,86,10,11|36|30|9,60.2,NO,0,,0,3964.0,NO
2,36,87,21,6|34|27|9,60.5,NO,0,,0,3964.0,NO
2,37,88,8,13|27|36|32,57.9,NO,0,,0,3964.0,NO
2,38,89,5,1|33|20|29,60.1,YES,36.0,LOSS,-36.0,3928.0,NO
2,39,90,22,33|16|1|24,57.9,YES,48.0,WIN,96.0,4024.0,YES
2,40,91,20,30|11|8|2,60.1,YES,48.0,WIN,96.0,4120.0,YES
3,1,53,13,32|0|15|26,64.0,YES,12.0,LOSS,-12.0,3988.0,NO
3,2,54,16,8|30|23|0,54.2,YES,12.0,LOSS,-12.0,3976.0,NO
3,3,55,20,36|13|11|12,45.7,NO,0,,0,3976.0,NO
3,4,56,1,16|24|33|0,43.8,NO,0,,0,3976.0,NO
3,5,57,26,16|24|33|0,43.8,NO,0,,0,3976.0,YES
3,6,58,8,16|24|33|0,40.7,NO,0,,0,3976.0,YES
3,7,59,1,29|18|7|35,42.5,NO,0,,0,3976.0,NO
3,8,60,15,26|3|0|16,43.9,NO,0,,0,3976.0,NO
3,9,61,14,6|34|27|16,44.5,NO,0,,0,3976.0,NO
3,10,62,20,5|10|24|31,46.9,YES,12.0,WIN,24.0,4000.0,YES
3,11,63,17,1|33|20|14,51.0,YES,12.0,LOSS,-12.0,3988.0,NO
3,12,64,6,0|26|32|8,49.1,YES,12.0,LOSS,-12.0,3976.0,NO
3,13,65,26,9|31|22|25,49.6,NO,0,,0,3976.0,YES
3,14,66,17,8|30|23|6,55.5,NO,0,,0,3976.0,NO
3,15,67,3,0|26|32|6,60.9,NO,0,,0,3976.0,NO
3,16,68,16,0|26|32|6,62.4,YES,12.0,WIN,24.0,4000.0,YES
3,17,69,36,20|1|14|36,62.6,YES,12.0,WIN,24.0,4024.0,YES
3,18,70,9,18|22|29|35,63.4,YES,12.0,LOSS,-12.0,4012.0,NO
3,19,71,9,34|17|6|16,62.0,YES,12.0,LOSS,-12.0,4000.0,NO
3,20,72,20,34|17|6|9,64.0,NO,0,,0,4000.0,NO
3,21,73,27,17|25|34|1,63.9,NO,0,,0,4000.0,NO
3,22,74,23,16|24|33|20,62.7,NO,0,,0,4000.0,NO
3,23,75,24,4|19|21|16,64.3,YES,12.0,WIN,24.0,4024.0,YES
3,24,76,1,16|24|33|21,66.0,YES,12.0,WIN,24.0,4048.0,YES
3,25,77,22,26|3|0|15,67.0,YES,12.0,LOSS,-12.0,4036.0,NO
3,26,78,30,2|21|25|16,69.0,YES,12.0,LOSS,-12.0,4024.0,NO
3,27,79,9,24|5|16|33,65.3,NO,0,,0,4024.0,YES
3,28,80,34,9|31|22|20,63.3,NO,0,,0,4024.0,YES
3,29,81,7,0|26|32|7,63.4,NO,0,,0,4024.0,YES
3,30,82,18,14|20|31|15,61.3,YES,12.0,LOSS,-12.0,4012.0,NO
3,31,83,6,36|13|11|9,62.4,YES,24.0,WIN,48.0,4060.0,YES
3,32,84,1,9|31|22|26,67.2,YES,24.0,LOSS,-24.0,4036.0,NO
3,33,85,4,26|3|0|22,65.9,YES,24.0,LOSS,-24.0,4012.0,NO
3,34,86,10,11|36|30|9,60.2,NO,0,,0,4012.0,NO
3,35,87,21,6|34|27|9,60.5,NO,0,,0,4012.0,NO
3,36,88,8,13|27|36|32,57.9,NO,0,,0,4012.0,NO
3,37,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,3988.0,NO
3,38,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4060.0,YES
3,39,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4132.0,YES
4,1,54,16,8|30|23|0,64.2,YES,12.0,LOSS,-12.0,3988.0,NO
4,2,55,20,36|13|11|12,45.7,YES,12.0,LOSS,-12.0,3976.0,NO
4,3,56,1,16|24|33|0,43.8,NO,0,,0,3976.0,NO
4,4,57,26,16|24|33|0,43.8,NO,0,,0,3976.0,YES
4,5,58,8,16|24|33|0,48.8,NO,0,,0,3976.0,YES
4,6,59,1,29|18|7|35,44.8,NO,0,,0,3976.0,NO
4,7,60,15,26|3|0|16,45.5,YES,12.0,LOSS,-12.0,3964.0,NO
4,8,61,14,6|34|27|16,46.2,YES,24.0,LOSS,-24.0,3940.0,NO
4,9,62,20,5|10|24|31,48.2,YES,24.0,WIN,48.0,3988.0,YES
4,10,63,17,1|33|20|14,52.5,YES,24.0,LOSS,-24.0,3964.0,NO
4,11,64,6,0|26|32|8,49.5,YES,24.0,LOSS,-24.0,3940.0,NO
4,12,65,26,9|31|22|25,50.0,NO,0,,0,3940.0,YES
4,13,66,17,8|30|23|6,55.9,NO,0,,0,3940.0,NO
4,14,67,3,0|26|32|6,61.3,NO,0,,0,3940.0,NO
4,15,68,16,0|26|32|6,62.8,YES,24.0,WIN,48.0,3988.0,YES
4,16,69,36,20|1|14|36,63.0,YES,24.0,WIN,48.0,4036.0,YES
4,17,70,9,18|22|29|35,63.8,YES,12.0,LOSS,-12.0,4024.0,NO
4,18,71,9,34|17|6|16,62.3,YES,12.0,LOSS,-12.0,4012.0,NO
4,19,72,20,34|17|6|9,64.4,NO,0,,0,4012.0,NO
4,20,73,27,17|25|34|1,64.2,NO,0,,0,4012.0,NO
4,21,74,23,16|24|33|20,62.7,NO,0,,0,4012.0,NO
4,22,75,24,4|19|21|16,64.3,YES,12.0,WIN,24.0,4036.0,YES
4,23,76,1,16|24|33|21,66.0,YES,12.0,WIN,24.0,4060.0,YES
4,24,77,22,26|3|0|15,67.0,YES,12.0,LOSS,-12.0,4048.0,NO
4,25,78,30,2|21|25|16,69.0,YES,12.0,LOSS,-12.0,4036.0,NO
4,26,79,9,24|5|16|33,65.3,NO,0,,0,4036.0,YES
4,27,80,34,9|31|22|20,63.3,NO,0,,0,4036.0,YES
4,28,81,7,0|26|32|7,63.4,NO,0,,0,4036.0,YES
4,29,82,18,14|20|31|15,61.3,YES,12.0,LOSS,-12.0,4024.0,NO
4,30,83,6,36|13|11|9,62.4,YES,24.0,WIN,48.0,4072.0,YES
4,31,84,1,9|31|22|26,67.2,YES,24.0,LOSS,-24.0,4048.0,NO
4,32,85,4,26|3|0|22,65.9,YES,24.0,LOSS,-24.0,4024.0,NO
4,33,86,10,11|36|30|9,60.2,NO,0,,0,4024.0,NO
4,34,87,21,6|34|27|9,60.5,NO,0,,0,4024.0,NO
4,35,88,8,13|27|36|32,57.9,NO,0,,0,4024.0,NO
4,36,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,4000.0,NO
4,37,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4072.0,YES
4,38,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4144.0,YES
5,1,55,20,36|13|11|12,55.7,YES,12.0,LOSS,-12.0,3988.0,NO
5,2,56,1,16|24|33|0,43.8,NO,0,,0,3988.0,NO
5,3,57,26,16|24|33|0,43.8,NO,0,,0,3988.0,YES
5,4,58,8,16|24|33|0,50.5,YES,12.0,WIN,24.0,4012.0,YES
5,5,59,1,29|18|7|35,51.0,YES,12.0,LOSS,-12.0,4000.0,NO
5,6,60,15,26|3|0|16,47.8,YES,12.0,LOSS,-12.0,3988.0,NO
5,7,61,14,6|34|27|16,48.4,NO,0,,0,3988.0,NO
5,8,62,20,5|10|24|31,49.9,NO,0,,0,3988.0,YES
5,9,63,17,1|33|20|14,54.2,NO,0,,0,3988.0,NO
5,10,64,6,0|26|32|8,51.0,YES,12.0,LOSS,-12.0,3976.0,NO
5,11,65,26,9|31|22|25,50.4,YES,24.0,WIN,48.0,4024.0,YES
5,12,66,17,8|30|23|6,56.4,YES,24.0,LOSS,-24.0,4000.0,NO
5,13,67,3,0|26|32|6,61.7,YES,24.0,LOSS,-24.0,3976.0,NO
5,14,68,16,0|26|32|6,63.2,NO,0,,0,3976.0,YES
5,15,69,36,20|1|14|36,63.5,NO,0,,0,3976.0,YES
5,16,70,9,18|22|29|35,64.2,NO,0,,0,3976.0,NO
5,17,71,9,34|17|6|16,62.7,YES,24.0,LOSS,-24.0,3952.0,NO
5,18,72,20,34|17|6|9,64.7,YES,36.0,LOSS,-36.0,3916.0,NO
5,19,73,27,17|25|34|1,64.5,YES,36.0,LOSS,-36.0,3880.0,NO
5,20,74,23,16|24|33|20,63.0,NO,0,,0,3880.0,NO
5,21,75,24,4|19|21|16,64.3,NO,0,,0,3880.0,YES
5,22,76,1,16|24|33|21,66.0,NO,0,,0,3880.0,YES
5,23,77,22,26|3|0|15,67.0,YES,36.0,LOSS,-36.0,3844.0,NO
5,24,78,30,2|21|25|16,69.0,YES,48.0,LOSS,-48.0,3796.0,NO
5,25,79,9,24|5|16|33,65.3,YES,48.0,WIN,96.0,3892.0,YES
5,26,80,34,9|31|22|20,63.3,YES,48.0,WIN,96.0,3988.0,YES
5,27,81,7,0|26|32|7,63.4,YES,36.0,WIN,72.0,4060.0,YES
5,28,82,18,14|20|31|15,61.3,YES,36.0,LOSS,-36.0,4024.0,NO
5,29,83,6,36|13|11|9,62.4,YES,36.0,WIN,72.0,4096.0,YES
5,30,84,1,9|31|22|26,67.2,YES,36.0,LOSS,-36.0,4060.0,NO
5,31,85,4,26|3|0|22,65.9,YES,36.0,LOSS,-36.0,4024.0,NO
5,32,86,10,11|36|30|9,60.2,NO,0,,0,4024.0,NO
5,33,87,21,6|34|27|9,60.5,NO,0,,0,4024.0,NO
5,34,88,8,13|27|36|32,57.9,NO,0,,0,4024.0,NO
5,35,89,5,1|33|20|29,60.1,YES,36.0,LOSS,-36.0,3988.0,NO
5,36,90,22,33|16|1|24,57.9,YES,48.0,WIN,96.0,4084.0,YES
5,37,91,20,30|11|8|2,60.1,YES,48.0,WIN,96.0,4180.0,YES
6,1,56,1,16|24|33|0,53.8,YES,12.0,LOSS,-12.0,3988.0,NO
6,2,57,26,16|24|33|0,43.8,NO,0,,0,3988.0,YES
6,3,58,8,16|24|33|0,53.8,YES,12.0,WIN,24.0,4012.0,YES
6,4,59,1,29|18|7|35,54.3,YES,12.0,LOSS,-12.0,4000.0,NO
6,5,60,15,26|3|0|16,54.0,YES,12.0,LOSS,-12.0,3988.0,NO
6,6,61,14,6|34|27|16,51.4,NO,0,,0,3988.0,NO
6,7,62,20,5|10|24|31,52.1,NO,0,,0,3988.0,YES
6,8,63,17,1|33|20|14,56.5,NO,0,,0,3988.0,NO
6,9,64,6,0|26|32|8,52.7,YES,12.0,LOSS,-12.0,3976.0,NO
6,10,65,26,9|31|22|25,52.1,YES,24.0,WIN,48.0,4024.0,YES
6,11,66,17,8|30|23|6,57.0,YES,24.0,LOSS,-24.0,4000.0,NO
6,12,67,3,0|26|32|6,62.3,YES,24.0,LOSS,-24.0,3976.0,NO
6,13,68,16,0|26|32|6,63.7,NO,0,,0,3976.0,YES
6,14,69,36,20|1|14|36,64.0,NO,0,,0,3976.0,YES
6,15,70,9,18|22|29|35,64.7,NO,0,,0,3976.0,NO
6,16,71,9,34|17|6|16,63.2,YES,24.0,LOSS,-24.0,3952.0,NO
6,17,72,20,34|17|6|9,65.2,YES,36.0,LOSS,-36.0,3916.0,NO
6,18,73,27,17|25|34|1,64.9,YES,36.0,LOSS,-36.0,3880.0,NO
6,19,74,23,16|24|33|20,63.3,NO,0,,0,3880.0,NO
6,20,75,24,4|19|21|16,64.6,NO,0,,0,3880.0,YES
6,21,76,1,16|24|33|21,66.0,NO,0,,0,3880.0,YES
6,22,77,22,26|3|0|15,67.0,YES,36.0,LOSS,-36.0,3844.0,NO
6,23,78,30,2|21|25|16,69.0,YES,48.0,LOSS,-48.0,3796.0,NO
6,24,79,9,24|5|16|33,65.3,YES,48.0,WIN,96.0,3892.0,YES
6,25,80,34,9|31|22|20,63.3,YES,48.0,WIN,96.0,3988.0,YES
6,26,81,7,0|26|32|7,63.4,YES,36.0,WIN,72.0,4060.0,YES
6,27,82,18,14|20|31|15,61.3,YES,36.0,LOSS,-36.0,4024.0,NO
6,28,83,6,36|13|11|9,62.4,YES,36.0,WIN,72.0,4096.0,YES
6,29,84,1,9|31|22|26,67.2,YES,36.0,LOSS,-36.0,4060.0,NO
6,30,85,4,26|3|0|22,65.9,YES,36.0,LOSS,-36.0,4024.0,NO
6,31,86,10,11|36|30|9,60.2,NO,0,,0,4024.0,NO
6,32,87,21,6|34|27|9,60.5,NO,0,,0,4024.0,NO
6,33,88,8,13|27|36|32,57.9,NO,0,,0,4024.0,NO
6,34,89,5,1|33|20|29,60.1,YES,36.0,LOSS,-36.0,3988.0,NO
6,35,90,22,33|16|1|24,57.9,YES,48.0,WIN,96.0,4084.0,YES
6,36,91,20,30|11|8|2,60.1,YES,48.0,WIN,96.0,4180.0,YES
7,1,57,26,16|24|33|0,53.8,YES,12.0,WIN,24.0,4024.0,YES
7,2,58,8,16|24|33|0,63.8,YES,12.0,WIN,24.0,4048.0,YES
7,3,59,1,29|18|7|35,61.0,YES,12.0,LOSS,-12.0,4036.0,NO
7,4,60,15,26|3|0|16,57.3,YES,12.0,LOSS,-12.0,4024.0,NO
7,5,61,14,6|34|27|16,57.9,NO,0,,0,4024.0,NO
7,6,62,20,5|10|24|31,55.1,NO,0,,0,4024.0,YES
7,7,63,17,1|33|20|14,59.6,NO,0,,0,4024.0,NO
7,8,64,6,0|26|32|8,55.0,YES,12.0,LOSS,-12.0,4012.0,NO
7,9,65,26,9|31|22|25,54.2,YES,24.0,WIN,48.0,4060.0,YES
7,10,66,17,8|30|23|6,59.1,YES,24.0,LOSS,-24.0,4036.0,NO
7,11,67,3,0|26|32|6,62.9,YES,24.0,LOSS,-24.0,4012.0,NO
7,12,68,16,0|26|32|6,64.3,NO,0,,0,4012.0,YES
7,13,69,36,20|1|14|36,64.6,NO,0,,0,4012.0,YES
7,14,70,9,18|22|29|35,65.3,NO,0,,0,4012.0,NO
7,15,71,9,34|17|6|16,63.7,YES,24.0,LOSS,-24.0,3988.0,NO
7,16,72,20,34|17|6|9,65.6,YES,36.0,LOSS,-36.0,3952.0,NO
7,17,73,27,17|25|34|1,65.3,YES,36.0,LOSS,-36.0,3916.0,NO
7,18,74,23,16|24|33|20,63.7,NO,0,,0,3916.0,NO
7,19,75,24,4|19|21|16,65.0,NO,0,,0,3916.0,YES
7,20,76,1,16|24|33|21,66.4,NO,0,,0,3916.0,YES
7,21,77,22,26|3|0|15,67.0,YES,36.0,LOSS,-36.0,3880.0,NO
7,22,78,30,2|21|25|16,69.0,YES,48.0,LOSS,-48.0,3832.0,NO
7,23,79,9,24|5|16|33,65.3,YES,48.0,WIN,96.0,3928.0,YES
7,24,80,34,9|31|22|20,63.3,YES,48.0,WIN,96.0,4024.0,YES
7,25,81,7,0|26|32|7,63.4,YES,36.0,WIN,72.0,4096.0,YES
7,26,82,18,14|20|31|15,61.3,YES,36.0,LOSS,-36.0,4060.0,NO
7,27,83,6,36|13|11|9,62.4,YES,36.0,WIN,72.0,4132.0,YES
8,1,58,8,16|24|33|0,53.8,YES,12.0,WIN,24.0,4024.0,YES
8,2,59,1,29|18|7|35,61.0,YES,12.0,LOSS,-12.0,4012.0,NO
8,3,60,15,26|3|0|16,54.0,YES,12.0,LOSS,-12.0,4000.0,NO
8,4,61,14,6|34|27|16,56.2,NO,0,,0,4000.0,NO
8,5,62,20,5|10|24|31,56.6,NO,0,,0,4000.0,YES
8,6,63,17,1|33|20|14,56.9,NO,0,,0,4000.0,NO
8,7,64,6,0|26|32|8,52.3,YES,12.0,LOSS,-12.0,3988.0,NO
8,8,65,26,9|31|22|25,52.0,YES,24.0,WIN,48.0,4036.0,YES
8,9,66,17,8|30|23|6,57.4,YES,24.0,LOSS,-24.0,4012.0,NO
8,10,67,3,0|26|32|6,61.4,YES,24.0,LOSS,-24.0,3988.0,NO
8,11,68,16,0|26|32|6,63.5,NO,0,,0,3988.0,YES
8,12,69,36,20|1|14|36,64.0,NO,0,,0,3988.0,YES
8,13,70,9,18|22|29|35,64.8,NO,0,,0,3988.0,NO
8,14,71,9,34|17|6|16,63.2,YES,24.0,LOSS,-24.0,3964.0,NO
8,15,72,20,34|17|6|9,65.1,YES,36.0,LOSS,-36.0,3928.0,NO
8,16,73,27,17|25|34|1,64.8,YES,36.0,LOSS,-36.0,3892.0,NO
8,17,74,23,16|24|33|20,63.2,NO,0,,0,3892.0,NO
8,18,75,24,4|19|21|16,64.5,NO,0,,0,3892.0,YES
8,19,76,1,16|24|33|21,66.0,NO,0,,0,3892.0,YES
8,20,77,22,26|3|0|15,66.6,YES,36.0,LOSS,-36.0,3856.0,NO
8,21,78,30,2|21|25|16,69.0,YES,48.0,LOSS,-48.0,3808.0,NO
8,22,79,9,24|5|16|33,65.3,YES,48.0,WIN,96.0,3904.0,YES
8,23,80,34,9|31|22|20,63.3,YES,48.0,WIN,96.0,4000.0,YES
8,24,81,7,0|26|32|7,63.4,YES,36.0,WIN,72.0,4072.0,YES
8,25,82,18,14|20|31|15,61.3,YES,36.0,LOSS,-36.0,4036.0,NO
8,26,83,6,36|13|11|9,62.4,YES,36.0,WIN,72.0,4108.0,YES
9,1,59,1,29|18|7|35,51.0,YES,12.0,LOSS,-12.0,3988.0,NO
9,2,60,15,26|3|0|16,44.0,NO,0,,0,3988.0,NO
9,3,61,14,6|34|27|16,52.9,YES,12.0,LOSS,-12.0,3976.0,NO
9,4,62,20,5|10|24|31,53.3,NO,0,,0,3976.0,YES
9,5,63,17,1|33|20|14,58.3,NO,0,,0,3976.0,NO
9,6,64,6,0|26|32|8,48.5,NO,0,,0,3976.0,NO
9,7,65,26,9|31|22|25,49.0,YES,12.0,WIN,24.0,4000.0,YES
9,8,66,17,8|30|23|6,55.2,YES,12.0,LOSS,-12.0,3988.0,NO
9,9,67,3,0|26|32|6,59.6,YES,12.0,LOSS,-12.0,3976.0,NO
9,10,68,16,0|26|32|6,61.9,NO,0,,0,3976.0,YES
9,11,69,36,20|1|14|36,63.2,NO,0,,0,3976.0,YES
9,12,70,9,18|22|29|35,64.2,NO,0,,0,3976.0,NO
9,13,71,9,34|17|6|16,62.6,YES,12.0,LOSS,-12.0,3964.0,NO
9,14,72,20,34|17|6|9,64.6,YES,24.0,LOSS,-24.0,3940.0,NO
9,15,73,27,17|25|34|1,64.3,YES,24.0,LOSS,-24.0,3916.0,NO
9,16,74,23,16|24|33|20,62.7,NO,0,,0,3916.0,NO
9,17,75,24,4|19|21|16,64.0,NO,0,,0,3916.0,YES
9,18,76,1,16|24|33|21,65.5,NO,0,,0,3916.0,YES
9,19,77,22,26|3|0|15,66.2,YES,24.0,LOSS,-24.0,3892.0,NO
9,20,78,30,2|21|25|16,68.6,YES,36.0,LOSS,-36.0,3856.0,NO
9,21,79,9,24|5|16|33,65.3,YES,36.0,WIN,72.0,3928.0,YES
9,22,80,34,9|31|22|20,63.3,YES,36.0,WIN,72.0,4000.0,YES
9,23,81,7,0|26|32|7,63.4,YES,24.0,WIN,48.0,4048.0,YES
9,24,82,18,14|20|31|15,61.3,YES,24.0,LOSS,-24.0,4024.0,NO
9,25,83,6,36|13|11|9,62.4,YES,24.0,WIN,48.0,4072.0,YES
9,26,84,1,9|31|22|26,67.2,YES,24.0,LOSS,-24.0,4048.0,NO
9,27,85,4,26|3|0|22,65.9,YES,24.0,LOSS,-24.0,4024.0,NO
9,28,86,10,11|36|30|9,60.2,NO,0,,0,4024.0,NO
9,29,87,21,6|34|27|9,60.5,NO,0,,0,4024.0,NO
9,30,88,8,13|27|36|32,57.9,NO,0,,0,4024.0,NO
9,31,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,4000.0,NO
9,32,90,22,33|16|1|24,57.9,YES,36.0,WIN,72.0,4072.0,YES
9,33,91,20,30|11|8|2,60.1,YES,36.0,WIN,72.0,4144.0,YES
10,1,60,15,26|3|0|16,54.0,YES,12.0,LOSS,-12.0,3988.0,NO
10,2,61,14,6|34|27|16,62.9,YES,12.0,LOSS,-12.0,3976.0,NO
10,3,62,20,5|10|24|31,56.6,NO,0,,0,3976.0,YES
10,4,63,17,1|33|20|14,61.7,NO,0,,0,3976.0,NO
10,5,64,6,0|26|32|8,56.8,NO,0,,0,3976.0,NO
10,6,65,26,9|31|22|25,51.7,YES,12.0,WIN,24.0,4000.0,YES
10,7,66,17,8|30|23|6,58.0,YES,12.0,LOSS,-12.0,3988.0,NO
10,8,67,3,0|26|32|6,62.1,YES,12.0,LOSS,-12.0,3976.0,NO
10,9,68,16,0|26|32|6,64.2,NO,0,,0,3976.0,YES
10,10,69,36,20|1|14|36,65.5,NO,0,,0,3976.0,YES
10,11,70,9,18|22|29|35,64.9,NO,0,,0,3976.0,NO
10,12,71,9,34|17|6|16,63.2,YES,12.0,LOSS,-12.0,3964.0,NO
10,13,72,20,34|17|6|9,65.1,YES,24.0,LOSS,-24.0,3940.0,NO
10,14,73,27,17|25|34|1,64.8,YES,24.0,LOSS,-24.0,3916.0,NO
10,15,74,23,16|24|33|20,63.1,NO,0,,0,3916.0,NO
10,16,75,24,4|19|21|16,64.4,NO,0,,0,3916.0,YES
10,17,76,1,16|24|33|21,65.9,NO,0,,0,3916.0,YES
10,18,77,22,26|3|0|15,66.6,YES,24.0,LOSS,-24.0,3892.0,NO
10,19,78,30,2|21|25|16,69.0,YES,36.0,LOSS,-36.0,3856.0,NO
10,20,79,9,24|5|16|33,65.6,YES,36.0,WIN,72.0,3928.0,YES
10,21,80,34,9|31|22|20,63.3,YES,36.0,WIN,72.0,4000.0,YES
10,22,81,7,0|26|32|7,63.4,YES,24.0,WIN,48.0,4048.0,YES
10,23,82,18,14|20|31|15,61.3,YES,24.0,LOSS,-24.0,4024.0,NO
10,24,83,6,36|13|11|9,62.4,YES,24.0,WIN,48.0,4072.0,YES
10,25,84,1,9|31|22|26,67.2,YES,24.0,LOSS,-24.0,4048.0,NO
10,26,85,4,26|3|0|22,65.9,YES,24.0,LOSS,-24.0,4024.0,NO
10,27,86,10,11|36|30|9,60.2,NO,0,,0,4024.0,NO
10,28,87,21,6|34|27|9,60.5,NO,0,,0,4024.0,NO
10,29,88,8,13|27|36|32,57.9,NO,0,,0,4024.0,NO
10,30,89,5,1|33|20|29,60.1,YES,24.0,LOSS,-24.0,4000.0,NO
